股票代碼,股票名稱,本月成交量(千股),本月成交值(千元),本月底市價(元),上月底市價(元),本月平均價(元),發行股份(千股),上市股份(千股),資本額(百萬元),預期回報
6133,金橋 Golden Bridge,16233.516,222505.725,11.6,14.3,13.71,112960.423,112960.423,1129.60423,-0.18881118881118888
6141,柏承科技 Plotech,29088.604,768182.602,22.45,27.95,26.41,143568.45,143568.45,1435.6845,-0.1967799642218247
6153,嘉聯益 Career Tech.,99157.211,2505669.089,23.9,27.1,25.27,319803.013,319803.013,3198.03013,-0.11808118081180821
6155,鈞寶電子 KC,18958.728,735244.832,34.3,36.4,38.78,78378.952,78378.952,783.78952,-0.05769230769230773
6191,精成科技 GBM,46623.403,1079029.539,21.1,25.7,23.14,415340.729,415340.729,4153.40729,-0.17898832684824895
6205,詮欣 COXOC,10764.168,376190.009,33.9,30.9,34.95,77226.079,77226.079,772.26079,0.0970873786407767
6213,聯茂 ITEQ,105536.023,3392476.924,31.5,31.9,32.15,286679.317,286679.317,2866.79317,-0.012539184952978013
6224,聚鼎科技 PTTC.,52382.304,3418701.797,55.2,65.2,65.26,72044.838,72044.838,720.44838,-0.15337423312883436
6251,定穎電子 DYNAMIC,92041.457,3365966.304,34.2,38.65,36.57,261467.764,261467.764,2614.6776400000003,-0.11513583441138411
6269,台郡 FLEXIUM,54910.536,2769637.281,44.2,54,50.44,135172.6,135172.6,1351.726,-0.18148148148148144
6282,康舒 AcBel,205150.095,5784205.14,25.15,28.7,28.19,497992.295,497992.295,4979.92295,-0.12369337979094079
8039,台虹 TAIFLEX,78463.098,4398395.937,53,59,56.06,163531.222,163531.222,1635.3122200000005,-0.1016949152542373
8046,南電 N.P.C.,59698.819,8017183.927,135.5,122.5,134.29,630398.531,630398.531,6303.98531,0.10612244897959183
8103,瀚荃股份有限公司 CviLux,28120.369,1169355.497,40.5,44.05,41.58,63684.473,63684.473,636.84473,-0.0805902383654937
8163,達方電子 DARFON,128105.001,6893656.56,46.9,50.7,53.81,316755.85,316755.85,3167.5585,-0.0749506903353058
8213,志超 tpt,101767.32,7207564.027,68.4,75.2,70.82,194254.847,194254.847,1942.54847,-0.09042553191489358
8249,菱光科技 CREATIVE SENSOR INC.,117617.377,3364291.857,29.9,25.2,28.6,127000.0,127000.0,1270.0,0.18650793650793648
1435,中福振業 Chun Fu,23385.497,121676.368,4.55,4.85,5.2,139780.08,139780.08,1397.8007999999998,-0.06185567010309275
2347,聯強 Synnex,135484.09,9285484.613,65.8,69.5,68.54,1328108.02,1328108.02,13281.0802,-0.053237410071942486
2359,所羅門 Solomon,27302.109,412534.138,13.05,16.2,15.11,188057.744,188057.744,1880.57744,-0.19444444444444436
2414,精技 UTE,40732.305,844277.092,18.3,23.6,20.73,164286.246,164286.246,1642.8624600000005,-0.2245762711864407
2430,燦坤 TKE,44793.582,2545472.696,52,57.2,56.83,128397.841,128397.841,1283.97841,-0.09090909090909095
2459,敦吉 Audix,13083.077,308260.203,21.95,24.4,23.56,147075.769,147075.769,1470.75769,-0.10040983606557374
3010,華立 Wahlee,17952.342,789716.117,40.9,44.4,43.99,234409.138,234409.138,2344.09138,-0.07882882882882883
3028,增你強 Zenitron,75104.302,1754833.298,21.5,23.4,23.37,209536.151,209536.151,2095.36151,-0.08119658119658114
3033,威健 WEIKENG,43304.336,896049.334,19,21,20.69,232115.523,232115.523,2321.15523,-0.09523809523809523
3036,文曄 Wintech,30440.577,799328.782,23.55,27.25,26.26,250247.336,250247.336,2502.4733600000004,-0.13577981651376145
3040,遠見 GV,7772.62,110487.831,12.75,15,14.22,109520.92,109520.92,1095.2092,-0.15
3048,益登 EDOM,74122.577,1465900.591,17.25,18.85,19.78,161100.0,161100.0,1611.0,-0.0848806366047746
3055,蔚華科 SPIROX,20171.317,475273.782,22.2,24.2,23.56,134100.755,134100.755,1341.00755,-0.08264462809917356
3209,全科科技 ALLTEK,36402.72,932028.518,25.05,24.15,25.6,64187.542,64187.542,641.8754200000001,0.037267080745341706
5434,崇越 TOPCO,74196.654,3303141.569,42.2,44.2,44.52,142941.544,142941.544,1429.41544,-0.04524886877828054
6189,豐藝 Promate,34806.986,857852.061,23.25,24.7,24.65,181409.101,181409.101,1814.09101,-0.05870445344129552
6281,全國電 E-LIFE MALL,9220.788,405194.86,43.4,43.2,43.94,132230.593,132230.593,1322.30593,0.0046296296296295305
8070,長華電材 CHANG WAH,12918.92,2180412.851,151,170,168.78,63089.839,63089.839,630.8983900000001,-0.11176470588235295
8112,至上 Supreme,132781.728,3475499.07,23.85,30.5,26.17,189995.988,189995.988,1899.95988,-0.21803278688524586
2427,三商電 MDS,25958.726,265147.516,9.01,10.7,10.21,190314.463,190314.463,1903.14463,-0.1579439252336448
2453,凌群 SYSCOM,43879.474,724334.396,15,16.9,16.51,100000.0,100000.0,1000.0,-0.1124260355029585
2468,華經 FIS,16520.455,256560.564,13.7,15.85,15.53,70345.249,70345.249,703.45249,-0.1356466876971609
2471,資通 ARES,67950.016,1337961.754,18.3,18.65,19.69,49253.89,49253.89,492.5389,-0.01876675603217147
2480,敦陽科 Stark,78278.689,2338555.765,27.1,31.9,29.87,132950.363,132950.363,1329.5036300000002,-0.1504702194357366
3021,衛展資訊 WELLTEND,5469.932,75270.679,13,14,13.76,38116.492,25066.492,381.16492,-0.07142857142857142
3029,零壹 ZERO ONE,139462.194,3528658.189,25,24.3,25.3,98507.213,98507.213,985.07213,0.028806584362139887
3130,一零四 104 CORPORATION,984.233,85443.982,86.2,88,86.81,33750.0,33750.0,337.5,-0.020454545454545423
3356,奇偶科技 GeoVision,16671.578,2337918.67,132,136,140.23,48125.219,48125.219,481.2521899999999,-0.029411764705882353
5203,訊連 CyberLink,67798.452,10235059.431,149.5,137,150.96,115626.748,115626.748,1156.26748,0.09124087591240876
6112,聚碩 SYSAGE,22372.716,593319.946,22.45,29.9,26.52,62568.0,62568.0,625.68,-0.2491638795986622
2312,金寶 Kinpo Electronics,250381.816,2480949.432,9.5,9.5,9.91,1458233.211,1458233.211,14582.33211,0.0
2317,鴻海 Hon Hai,625209.266,90312552.455,134.5,151.5,144.45,8578931.855,8578931.855,85789.31855000001,-0.11221122112211221
2354,鴻準 FoxconnTechnology,181142.931,23576618.991,126.5,124,130.15,972040.874,972040.874,9720.40874,0.020161290322580645
2360,致茂 Chroma,83623.694,5539580.517,63,72.7,66.24,349767.35,349767.35,3497.6735,-0.1334250343878955
2371,大同 Tatung,425170.779,3224133.772,6.99,7.84,7.58,5551669.882,5551669.882,55516.69882,-0.10841836734693873
2373,震旦行 Aurora,2989.731,110452.636,36.1,37,36.94,337432.169,337432.169,3374.32169,-0.024324324324324288
2390,云辰 Everspring,49923.672,636311.44,11.2,14,12.75,216723.352,216723.352,2167.23352,-0.20000000000000004
2404,漢唐 UIS,102103.176,2835305.609,28.7,27.65,27.77,251072.373,251072.373,2510.72373,0.037974683544303826
2423,固緯 GW,27476.535,742999.368,23.3,30.55,27.04,100807.584,100807.584,1008.07584,-0.23731587561374795
2433,互盛電 ASC,13747.589,333439.271,20.9,24.65,24.25,144496.011,144496.011,1444.9601099999998,-0.15212981744421908
2461,光群雷 K Laser,45179.023,1082417.14,20.35,25.75,23.96,133704.285,133704.285,1337.04285,-0.20970873786407762
2464,盟立 Mirle,25929.635,808341.48,29.6,31.25,31.17,168906.0,168906.0,1689.06,-0.05279999999999995
2477,美隆電 Meiloon,40843.101,607880.336,12.8,14.5,14.88,266440.659,266440.659,2664.40659,-0.11724137931034478
2482,連宇 UIC,11931.34,320481.764,23.7,29.3,26.86,62072.549,62072.549,620.72549,-0.19112627986348127
2488,漢平 Hanpin,17444.924,278247.069,14.25,17,15.95,99999.433,99999.433,999.99433,-0.16176470588235295
2495,普安 Infortrend,58765.347,3127218.074,47,55.2,53.22,294137.738,294137.738,2941.37738,-0.1485507246376812
2497,怡利電 E-LEAD,3423.337,79529.376,21.1,25,23.23,103561.25,103561.25,1035.6125,-0.15599999999999994
3018,同開 TUNG KAI,1625.665,26568.544,15.7,17.2,16.34,50000.0,8889.355,500.0,-0.0872093023255814
3030,德律 TRI,34458.201,1281170.499,35,38.45,37.18,192573.447,192573.447,1925.73447,-0.0897269180754227
3052,夆典 APEX,54212.56,965348.24,15.6,19.05,17.81,179342.166,179342.166,1793.42166,-0.18110236220472445
3305,昇貿科技 SHENMAO,33980.333,2270424.333,59,70.5,66.82,95798.444,95798.444,957.98444,-0.16312056737588654
3450,聯鈞 ELASER,197707.921,10769439.358,56,45.35,54.47,76642.141,76642.141,766.42141,0.23484013230429984
3518,柏騰 PT TECH.,38539.882,3697817.71,88.9,91.5,95.95,78640.827,78640.827,786.40827,-0.028415300546448027
3617,碩天 CyberPower,12453.806,1486955.418,99,135,119.4,78935.0,78935.0,789.35,-0.26666666666666666
6139,亞翔 L & K,22204.654,861593.761,36.5,43.25,38.8,188251.168,188251.168,1882.51168,-0.15606936416184972
6192,巨路 LUMAX,10800.575,644756.678,55.2,61.8,59.7,97885.657,97885.657,978.85657,-0.10679611650485428
6196,帆宣 MIC,46232.748,840383.366,17.2,19,18.18,161592.756,161592.756,1615.92756,-0.09473684210526319
6197,佳必琪 JPC,203924.115,28882639.339,146.5,95.9,141.63,147498.04,147498.04,1474.9804,0.5276329509906151
6201,亞弘電 YAHORNG,6385.284,188640.825,27.5,29.5,29.54,89200.0,89200.0,892.0,-0.06779661016949153
6215,和椿 Aurotek,4061.358,133377.532,32.45,33,32.84,67789.693,67789.693,677.8969299999999,-0.01666666666666658
8021,尖點 Topoint,26887.745,900288.447,30.3,34.9,33.48,127557.791,127557.791,1275.57791,-0.13180515759312314
8201,無敵科技 BESTA,6142.548,227311.948,33.8,39.15,37.01,80811.5,80811.5,808.115,-0.13665389527458496
2062,橋椿金屬 SSM,1088.539,35756.326,31.5,34.95,32.85,164334.0,164334.0,1643.34,-0.09871244635193141
2514,龍邦國際 LONG BON,99501.78,1733384.688,17.75,16.45,17.42,527753.964,527753.964,5277.539640000001,0.07902735562310036
2904,匯僑 POC,43871.813,666030.344,13.5,13.2,15.18,69034.432,69034.432,690.34432,0.022727272727272783
6184,大豐電 DAH FUNG CATV,1020.537,47361.78,46.2,46.2,46.41,62000.0,62000.0,620.0,0.0
8033,雷虎 TT,29386.325,490107.506,15.2,16.7,16.68,86479.075,86479.075,864.79075,-0.08982035928143713
9902,台火開發 Tidehold,32944.71,432567.317,11.5,12.2,13.13,98049.6,98049.6,980.496,-0.057377049180327815
9904,寶成工業 Pou Chen,305641.099,7875785.913,24.05,25.4,25.77,2843084.728,2843084.728,28430.84728,-0.05314960629921252
9905,大華金屬 GCM,18652.372,407548.296,20.15,22,21.85,305000.0,305000.0,3050.0,-0.08409090909090916
9907,統一實業 Ton Yi,149325.336,1869191.076,11.7,12.25,12.52,1503947.945,1503947.945,15039.47945,-0.04489795918367353
9910,豐泰企業 FT,8260.023,238231.835,27.7,29.25,28.84,490312.067,490312.067,4903.12067,-0.05299145299145302
9911,台灣櫻花 Taiwan Sakura,92958.537,1515095.611,14.3,16.8,16.3,265668.478,250064.262,2656.68478,-0.1488095238095238
9914,美利達 MIC,27710.664,1426567.393,48.35,52,51.48,257605.631,247605.631,2576.05631,-0.07019230769230766
9917,中保 Taiwan Secom,6766.702,372301.337,51.5,53.8,55.02,444529.156,444529.156,4445.291560000001,-0.04275092936802969
9919,康那香 KNH,29270.1,665646.534,20.8,22.8,22.74,197126.75,197126.75,1971.2675,-0.08771929824561403
9921,巨大機械 Giant Mfg.,11485.116,1011589.227,86.3,89.6,88.08,355064.626,355064.626,3550.64626,-0.036830357142857116
9924,臺灣福興 Taiwan Fu Hsing,16667.844,341238.163,19.9,20.2,20.47,188452.17,188452.17,1884.5217,-0.014851485148514887
9925,新保 SKS,17472.462,395485.328,22,23.3,22.63,379854.53,379854.53,3798.5453,-0.055793991416309044
9927,泰銘 TMI,59755.57,2858178.509,40.75,47.8,47.83,174910.772,174910.772,1749.10772,-0.14748953974895393
9930,中聯資源 CHC,5132.648,213884.494,40.8,42.1,41.67,225945.789,225945.789,2259.45789,-0.030878859857482285
9933,中鼎 CTCI Corp.,60442.178,2002226.79,32.65,32.8,33.13,654582.917,654582.917,6545.82917,-0.004573170731707274
9934,成霖 Globo,45116.178,1491117.623,30.5,30.95,33.05,294997.899,294997.899,2949.97899,-0.0145395799676898
9935,慶豐富 Ching Feng,84960.921,993319.105,10.8,11.6,11.69,179009.816,153109.816,1790.09816,-0.06896551724137923
9938,百和 Taiwan Paiho,99503.778,2658692.977,24.45,27,26.72,279496.13,279496.13,2794.9613,-0.09444444444444447
9939,宏全 Hon Chuan,74282.9,4065938.904,52.3,53,54.74,235144.98,235144.98,2351.4498000000003,-0.013207547169811375
9940,信義 Sinyi Realty,21717.689,1360625.902,61,61.3,62.65,304275.794,304275.794,3042.75794,-0.004893964110929807
9942,茂順 MAO SHUN,1734.256,56344.346,31.75,33.1,32.49,83161.32,83161.32,831.6132000000001,-0.040785498489426024
9943,好樂迪 Holiday,11497.474,343388.677,27.45,32.65,29.87,184147.0,184147.0,1841.47,-0.15926493108728942
9944,新麗 Shinih,7667.286,200878.514,24.65,26,26.2,90909.31,90909.31,909.0931,-0.051923076923076975
9945,潤泰新 RUENTEX DEVELOP,126048.318,5455361.664,40.4,42.6,43.28,759318.488,759318.488,7593.18488,-0.051643192488262976
9955,佳龍 SDTI,19879.304,1222698.786,53.6,62.2,61.51,98207.621,98207.621,982.07621,-0.1382636655948553
