股票代碼,股票名稱,本月成交量(千股),預期回報,日期
1216,統一企業 PEC,179788.252,-0.0666666666666667,2011-09-01
6209,今國光學 KINKO,86600.247,-0.0334128878281622,2011-09-01
3017,奇鋐 AVC,39553.644,-0.2160493827160493,2011-09-01
1326,台灣化纖 FCFC,217414.492,-0.0964812712826333,2011-09-01
2801,彰銀 C.H.B,718566.342,-0.1794871794871794,2011-09-01
1301,台灣塑膠 FPC,241850.636,-0.0932297447280798,2011-09-01
2323,中環 CMC,582059.03,0.1947261663286004,2011-09-01
2511,太子 PHD,93777.816,-0.198905109489051,2011-09-01
2426,鼎元 Tyntek,15811.579,-0.1417004048582996,2011-09-01
2913,臺灣農林 TTC,81053.991,-0.121813031161473,2011-09-01
2449,京元電 KYEC,105106.17,-0.0221238938053097,2011-09-01
6285,啟碁 WNC,252486.494,0.0256410256410257,2011-09-01
6176,瑞儀 ROEC,248687.208,-0.0888192267502612,2011-09-01
1301,台灣塑膠 FPC,183301.086,0.0893512851897184,2011-10-01
9904,寶成工業 Pou Chen,55365.86,0.0497737556561085,2011-10-01
2426,鼎元 Tyntek,19881.179,0.0094339622641509,2011-10-01
2913,臺灣農林 TTC,57395.741,0.0354838709677419,2011-10-01
2406,國碩 Gigastorage,69476.021,-0.0380952380952381,2011-10-01
2367,燿華 Unitech,78271.642,0.071969696969697,2011-10-01
2329,華泰 OSE,49579.612,0.2109181141439205,2011-10-01
2511,太子 PHD,75762.127,0.0091116173120728,2011-10-01
2801,彰銀 C.H.B,548865.64,0.1136363636363636,2011-10-01
1326,台灣化纖 FCFC,202842.579,0.0992462311557789,2011-10-01
6285,啟碁 WNC,159299.823,-0.0526315789473684,2011-10-01
8163,達方電子 DARFON,18746.599,-0.0586734693877552,2011-10-01
2352,佳世達 Qisda,142591.823,0.0121506682867557,2011-10-01
2449,京元電 KYEC,85754.005,0.0588235294117645,2011-10-01
3017,奇鋐 AVC,32249.012,0.0918635170603674,2011-10-01
2323,中環 CMC,370450.856,0.0237691001697793,2011-10-01
6176,瑞儀 ROEC,164149.297,0.0240825688073393,2011-10-01
2349,錸德 RITEK,263311.275,0.077490774907749,2011-10-01
6209,今國光學 KINKO,53892.948,-0.0061728395061728,2011-10-01
1216,統一企業 PEC,158098.147,0.0476190476190475,2011-10-01
2449,京元電 KYEC,71481.337,-0.1410256410256409,2011-11-01
2367,燿華 Unitech,96776.479,-0.127208480565371,2011-11-01
2329,華泰 OSE,15867.149,-0.1393442622950819,2011-11-01
2801,彰銀 C.H.B,464625.829,-0.1709183673469388,2011-11-01
2349,錸德 RITEK,268639.505,-0.2294520547945205,2011-11-01
2426,鼎元 Tyntek,28288.51,-0.1317757009345794,2011-11-01
1326,台灣化纖 FCFC,178725.23,-0.1154285714285713,2011-11-01
9904,寶成工業 Pou Chen,58991.983,-0.0301724137931034,2011-11-01
1216,統一企業 PEC,164223.584,-0.0143540669856457,2011-11-01
2406,國碩 Gigastorage,83336.707,-0.2772277227722772,2011-11-01
6209,今國光學 KINKO,48869.379,-0.217391304347826,2011-11-01
2511,太子 PHD,66275.172,-0.2821670428893905,2011-11-01
2913,臺灣農林 TTC,53389.61,-0.2087227414330218,2011-11-01
8163,達方電子 DARFON,17353.674,-0.1680216802168021,2011-11-01
3017,奇鋐 AVC,41013.977,-0.0721153846153846,2011-11-01
1301,台灣塑膠 FPC,227065.949,-0.1078651685393257,2011-11-01
6285,啟碁 WNC,163111.106,-0.2333333333333332,2011-11-01
2323,中環 CMC,508345.699,-0.2222222222222221,2011-11-01
6176,瑞儀 ROEC,222751.318,-0.0033594624860022,2011-11-01
2352,佳世達 Qisda,370287.74,-0.2076830732292917,2011-11-01
2511,太子 PHD,126707.38,0.0188679245283018,2011-12-01
1326,台灣化纖 FCFC,129176.538,0.0322997416020671,2011-12-01
2349,錸德 RITEK,269537.635,0.0155555555555556,2011-12-01
1301,台灣塑膠 FPC,171265.135,0.0176322418136019,2011-12-01
6176,瑞儀 ROEC,221123.028,-0.0280898876404494,2011-12-01
2801,彰銀 C.H.B,378388.501,0.0123076923076922,2011-12-01
1216,統一企業 PEC,262650.852,0.0740291262135921,2011-12-01
2329,華泰 OSE,7770.128,0.0214285714285713,2011-12-01
6209,今國光學 KINKO,31155.813,-0.0015873015873016,2011-12-01
2367,燿華 Unitech,48066.578,-0.020242914979757,2011-12-01
6285,啟碁 WNC,230034.393,-0.1032608695652174,2011-12-01
2913,臺灣農林 TTC,41532.092,0.047244094488189,2011-12-01
3017,奇鋐 AVC,25852.644,0.010362694300518,2011-12-01
2352,佳世達 Qisda,226993.91,-0.0545454545454544,2011-12-01
2449,京元電 KYEC,84721.606,0.0049751243781093,2011-12-01
8163,達方電子 DARFON,20436.717,0.0293159609120521,2011-12-01
2406,國碩 Gigastorage,120620.713,0.1164383561643836,2011-12-01
9904,寶成工業 Pou Chen,68240.083,0.1044444444444445,2011-12-01
2323,中環 CMC,569216.201,0.066098081023454,2011-12-01
2426,鼎元 Tyntek,25416.635,0.1894510226049517,2011-12-01
2511,太子 PHD,150524.855,0.2160493827160494,2012-01-01
2329,華泰 OSE,8150.917,0.0139860139860138,2012-01-01
6209,今國光學 KINKO,48460.346,0.1478537360890302,2012-01-01
3017,奇鋐 AVC,24228.681,0.1076923076923077,2012-01-01
6176,瑞儀 ROEC,92810.312,0.3005780346820809,2012-01-01
6285,啟碁 WNC,126216.203,0.2323232323232323,2012-01-01
2323,中環 CMC,336870.202,0.0779999999999999,2012-01-01
2367,燿華 Unitech,77969.794,0.0702479338842975,2012-01-01
2449,京元電 KYEC,92205.139,0.1386138613861386,2012-01-01
2406,國碩 Gigastorage,78782.469,0.1625766871165643,2012-01-01
2913,臺灣農林 TTC,58362.706,0.056390977443609,2012-01-01
1216,統一企業 PEC,178321.458,-0.0124293785310733,2012-01-01
2801,彰銀 C.H.B,314794.591,0.0182370820668693,2012-01-01
8163,達方電子 DARFON,25192.013,0.1613924050632911,2012-01-01
2349,錸德 RITEK,207129.8,0.0196936542669583,2012-01-01
2352,佳世達 Qisda,141069.886,0.1762820512820512,2012-01-01
2426,鼎元 Tyntek,22499.925,-0.0090497737556562,2012-01-01
9904,寶成工業 Pou Chen,77958.865,0.0442655935613681,2012-01-01
1301,台灣塑膠 FPC,183658.11,0.0668316831683169,2012-01-01
1326,台灣化纖 FCFC,154926.801,0.0638297872340424,2012-01-01
2426,鼎元 Tyntek,92006.972,0.269406392694064,2012-02-01
2349,錸德 RITEK,680138.811,0.2660944206008584,2012-02-01
6176,瑞儀 ROEC,183664.467,0.1644444444444444,2012-02-01
6285,啟碁 WNC,196348.423,0.0934426229508197,2012-02-01
2367,燿華 Unitech,169054.928,0.0926640926640927,2012-02-01
2352,佳世達 Qisda,389113.126,0.167574931880109,2012-02-01
6209,今國光學 KINKO,95622.211,0.24792243767313,2012-02-01
3017,奇鋐 AVC,95734.138,0.0486111111111109,2012-02-01
1326,台灣化纖 FCFC,163795.701,0.0823529411764705,2012-02-01
2449,京元電 KYEC,212734.154,0.1130434782608696,2012-02-01
8163,達方電子 DARFON,76623.339,0.3514986376021797,2012-02-01
2329,華泰 OSE,29972.241,0.2045977011494254,2012-02-01
1301,台灣塑膠 FPC,217882.749,0.0672853828306264,2012-02-01
1216,統一企業 PEC,272869.679,0.0308924485125856,2012-02-01
9904,寶成工業 Pou Chen,90171.251,0.0057803468208093,2012-02-01
2801,彰銀 C.H.B,693572.881,0.0746268656716417,2012-02-01
2406,國碩 Gigastorage,253255.897,0.4089709762532981,2012-02-01
2511,太子 PHD,186591.44,0.2182741116751269,2012-02-01
2913,臺灣農林 TTC,129995.881,0.1316725978647686,2012-02-01
2323,中環 CMC,551922.802,0.0612244897959183,2012-02-01
6285,啟碁 WNC,105740.482,-0.0254872563718141,2012-03-01
2449,京元電 KYEC,104105.718,-0.12890625,2012-03-01
2511,太子 PHD,133790.717,-0.0770833333333333,2012-03-01
2367,燿華 Unitech,208038.663,-0.0106007067137809,2012-03-01
2913,臺灣農林 TTC,160062.809,-0.0408805031446541,2012-03-01
2349,錸德 RITEK,366911.321,-0.1372881355932204,2012-03-01
2406,國碩 Gigastorage,153395.214,-0.0805243445692883,2012-03-01
1301,台灣塑膠 FPC,164562.576,-0.0554347826086955,2012-03-01
2426,鼎元 Tyntek,59245.733,-0.1007194244604316,2012-03-01
9904,寶成工業 Pou Chen,88867.846,-0.0172413793103449,2012-03-01
2801,彰銀 C.H.B,278643.152,-0.0638888888888888,2012-03-01
1216,統一企業 PEC,154974.093,-0.0932297447280798,2012-03-01
2323,中環 CMC,462728.606,-0.0734265734265734,2012-03-01
8163,達方電子 DARFON,67485.937,-0.1048387096774194,2012-03-01
2329,華泰 OSE,16913.591,-0.1202290076335877,2012-03-01
1326,台灣化纖 FCFC,151343.485,-0.0630434782608695,2012-03-01
6209,今國光學 KINKO,85832.836,-0.0199778024417313,2012-03-01
2352,佳世達 Qisda,218277.286,-0.1761960326721121,2012-03-01
6176,瑞儀 ROEC,157914.763,0.0,2012-03-01
3017,奇鋐 AVC,52867.595,-0.1169977924944811,2012-03-01
2406,國碩 Gigastorage,77372.087,-0.0835030549898167,2012-04-01
8163,達方電子 DARFON,20099.889,-0.1328828828828828,2012-04-01
2352,佳世達 Qisda,105848.359,0.0141643059490085,2012-04-01
3017,奇鋐 AVC,25353.411,-0.1224999999999999,2012-04-01
6285,啟碁 WNC,53316.788,-0.1553846153846154,2012-04-01
2913,臺灣農林 TTC,57969.998,-0.0295081967213114,2012-04-01
2511,太子 PHD,81378.7,-0.0474040632054174,2012-04-01
2349,錸德 RITEK,173973.192,-0.1453831041257368,2012-04-01
1326,台灣化纖 FCFC,89358.282,-0.0174013921113689,2012-04-01
9904,寶成工業 Pou Chen,54687.09,-0.0233918128654969,2012-04-01
2426,鼎元 Tyntek,19627.114,-0.0559999999999999,2012-04-01
2329,華泰 OSE,10190.708,-0.0130151843817788,2012-04-01
1216,統一企業 PEC,158391.234,0.1126070991432068,2012-04-01
1301,台灣塑膠 FPC,142058.908,-0.04487917146145,2012-04-01
6209,今國光學 KINKO,44629.373,-0.0758776896942242,2012-04-01
6176,瑞儀 ROEC,121575.697,-0.0610687022900763,2012-04-01
2323,中環 CMC,167611.527,-0.0415094339622641,2012-04-01
2367,燿華 Unitech,59136.754,-0.1678571428571428,2012-04-01
2449,京元電 KYEC,98727.504,0.085201793721973,2012-04-01
2801,彰銀 C.H.B,200012.378,-0.0385756676557864,2012-04-01
6209,今國光學 KINKO,57517.756,0.1029411764705883,2012-05-01
3017,奇鋐 AVC,16461.607,-0.0854700854700854,2012-05-01
2323,中環 CMC,147304.973,-0.0551181102362205,2012-05-01
2426,鼎元 Tyntek,14177.234,-0.0593220338983051,2012-05-01
6176,瑞儀 ROEC,126835.122,0.0934959349593495,2012-05-01
2349,錸德 RITEK,142502.792,-0.0229885057471263,2012-05-01
1216,統一企業 PEC,255755.078,-0.0121012101210121,2012-05-01
6285,啟碁 WNC,45021.788,-0.0182149362477231,2012-05-01
8163,達方電子 DARFON,23469.037,0.1220779220779221,2012-05-01
1301,台灣塑膠 FPC,189823.754,-0.0590361445783133,2012-05-01
2329,華泰 OSE,7409.524,-0.1032967032967032,2012-05-01
2449,京元電 KYEC,109144.345,0.1570247933884297,2012-05-01
9904,寶成工業 Pou Chen,78062.453,0.031936127744511,2012-05-01
2913,臺灣農林 TTC,36707.957,0.0,2012-05-01
1326,台灣化纖 FCFC,144171.701,-0.0672963400236127,2012-05-01
2406,國碩 Gigastorage,111327.758,0.1266666666666667,2012-05-01
2367,燿華 Unitech,36420.288,-0.0300429184549355,2012-05-01
2801,彰銀 C.H.B,186437.58,-0.0432098765432098,2012-05-01
2511,太子 PHD,80847.102,-0.028436018957346,2012-05-01
2352,佳世達 Qisda,96577.062,-0.0013966480446927,2012-05-01
1216,統一企業 PEC,131328.177,0.0601336302895323,2012-06-01
2329,華泰 OSE,5347.258,0.0196078431372549,2012-06-01
6176,瑞儀 ROEC,121771.34,0.1152416356877323,2012-06-01
2349,錸德 RITEK,147621.67,0.0,2012-06-01
6285,啟碁 WNC,50323.225,0.1354359925788498,2012-06-01
2449,京元電 KYEC,140794.201,0.0035714285714286,2012-06-01
2426,鼎元 Tyntek,18564.552,-0.0225225225225225,2012-06-01
6209,今國光學 KINKO,24131.519,-0.0755555555555555,2012-06-01
2367,燿華 Unitech,27924.13,-0.0309734513274337,2012-06-01
2801,彰銀 C.H.B,144239.819,0.0129032258064515,2012-06-01
9904,寶成工業 Pou Chen,83411.073,-0.0154738878143134,2012-06-01
2352,佳世達 Qisda,84989.154,-0.0251748251748252,2012-06-01
3017,奇鋐 AVC,19649.949,-0.059190031152648,2012-06-01
2913,臺灣農林 TTC,25675.272,-0.0135135135135135,2012-06-01
2511,太子 PHD,60345.018,-0.024390243902439,2012-06-01
1326,台灣化纖 FCFC,121851.788,-0.0075949367088606,2012-06-01
1301,台灣塑膠 FPC,154382.534,0.0217669654289372,2012-06-01
2406,國碩 Gigastorage,93398.641,-0.0138067061143984,2012-06-01
8163,達方電子 DARFON,76018.793,0.1574074074074073,2012-06-01
2323,中環 CMC,161455.982,0.0666666666666667,2012-06-01
6209,今國光學 KINKO,31981.142,-0.0084134615384615,2012-07-01
1326,台灣化纖 FCFC,103265.008,0.0127551020408163,2012-07-01
2511,太子 PHD,42983.583,-0.0375,2012-07-01
2349,錸德 RITEK,135023.12,-0.0658823529411764,2012-07-01
9904,寶成工業 Pou Chen,150420.212,0.0667976424361492,2012-07-01
1216,統一企業 PEC,185292.439,0.0588235294117646,2012-07-01
2449,京元電 KYEC,151714.299,-0.0640569395017793,2012-07-01
1301,台灣塑膠 FPC,166758.431,0.0401002506265664,2012-07-01
2801,彰銀 C.H.B,201887.898,0.0382165605095542,2012-07-01
2406,國碩 Gigastorage,78636.581,-0.084,2012-07-01
2352,佳世達 Qisda,93024.864,-0.0444763271162122,2012-07-01
2426,鼎元 Tyntek,9166.559,-0.1023041474654377,2012-07-01
2913,臺灣農林 TTC,33964.824,0.0205479452054795,2012-07-01
3017,奇鋐 AVC,10461.099,0.0198675496688742,2012-07-01
2329,華泰 OSE,5540.207,-0.0384615384615384,2012-07-01
2367,燿華 Unitech,44502.143,-0.1424657534246574,2012-07-01
6285,啟碁 WNC,48935.819,-0.0228758169934641,2012-07-01
6176,瑞儀 ROEC,167568.08,-0.2133333333333333,2012-07-01
2323,中環 CMC,98030.145,-0.072265625,2012-07-01
8163,達方電子 DARFON,35336.0,-0.1559999999999999,2012-07-01
8163,達方電子 DARFON,42617.59,0.0473933649289099,2012-08-01
2449,京元電 KYEC,227196.944,0.2167300380228136,2012-08-01
2367,燿華 Unitech,37204.438,0.055378061767838,2012-08-01
3017,奇鋐 AVC,26072.072,0.0779220779220779,2012-08-01
6176,瑞儀 ROEC,179932.924,0.0889830508474576,2012-08-01
2913,臺灣農林 TTC,52652.963,0.0268456375838926,2012-08-01
2511,太子 PHD,197541.187,0.1142857142857142,2012-08-01
2426,鼎元 Tyntek,13864.902,-0.0924024640657084,2012-08-01
2352,佳世達 Qisda,101495.656,-0.0465465465465466,2012-08-01
6209,今國光學 KINKO,43514.611,0.0496969696969696,2012-08-01
2801,彰銀 C.H.B,297987.934,-0.0521472392638037,2012-08-01
6285,啟碁 WNC,37767.988,-0.1036789297658862,2012-08-01
2406,國碩 Gigastorage,88838.406,0.0109170305676855,2012-08-01
1326,台灣化纖 FCFC,78356.964,-0.0264483627204031,2012-08-01
1216,統一企業 PEC,231726.004,-0.048611111111111,2012-08-01
1301,台灣塑膠 FPC,127669.273,-0.0277108433734939,2012-08-01
2329,華泰 OSE,9872.286,0.0625,2012-08-01
9904,寶成工業 Pou Chen,179728.676,0.0644567219152854,2012-08-01
2349,錸德 RITEK,142280.307,-0.0125944584382872,2012-08-01
2323,中環 CMC,125368.819,0.0105263157894736,2012-08-01
3017,奇鋐 AVC,36914.566,-0.0813253012048193,2012-09-01
2323,中環 CMC,238588.581,0.0375000000000001,2012-09-01
6176,瑞儀 ROEC,115647.441,-0.0116731517509727,2012-09-01
2329,華泰 OSE,14272.754,0.0588235294117647,2012-09-01
2349,錸德 RITEK,221139.435,-0.0076530612244897,2012-09-01
6209,今國光學 KINKO,34244.807,-0.0265588914549653,2012-09-01
2352,佳世達 Qisda,147706.661,0.047244094488189,2012-09-01
1216,統一企業 PEC,171556.972,0.0844629822732011,2012-09-01
2511,太子 PHD,195307.979,0.013986013986014,2012-09-01
2449,京元電 KYEC,185564.983,0.0093749999999999,2012-09-01
2426,鼎元 Tyntek,18887.687,0.0192307692307692,2012-09-01
1301,台灣塑膠 FPC,106850.637,0.0384138785625773,2012-09-01
8163,達方電子 DARFON,36606.895,-0.0113122171945701,2012-09-01
2801,彰銀 C.H.B,182742.727,0.029126213592233,2012-09-01
2367,燿華 Unitech,62778.982,0.0595358224016145,2012-09-01
9904,寶成工業 Pou Chen,182301.02,0.0380622837370242,2012-09-01
2913,臺灣農林 TTC,99030.514,0.0686274509803922,2012-09-01
2406,國碩 Gigastorage,53865.038,-0.0237580993520517,2012-09-01
1326,台灣化纖 FCFC,71685.889,0.019404915912031,2012-09-01
6285,啟碁 WNC,30089.74,0.0167910447761193,2012-09-01
1326,台灣化纖 FCFC,83150.637,-0.1218274111675126,2012-10-01
8163,達方電子 DARFON,19337.476,-0.240274599542334,2012-10-01
1216,統一企業 PEC,164756.978,-0.0076923076923076,2012-10-01
2913,臺灣農林 TTC,51348.157,-0.1345565749235474,2012-10-01
2352,佳世達 Qisda,178791.819,-0.0526315789473685,2012-10-01
2426,鼎元 Tyntek,21876.873,-0.2974472807991121,2012-10-01
6285,啟碁 WNC,23726.811,-0.2018348623853211,2012-10-01
6176,瑞儀 ROEC,113259.794,-0.0433070866141732,2012-10-01
2406,國碩 Gigastorage,38776.28,-0.3185840707964602,2012-10-01
2367,燿華 Unitech,30788.259,-0.1838095238095237,2012-10-01
2323,中環 CMC,176837.845,-0.1244979919678715,2012-10-01
2329,華泰 OSE,9117.619,-0.1111111111111111,2012-10-01
3017,奇鋐 AVC,31901.324,-0.121311475409836,2012-10-01
2801,彰銀 C.H.B,122869.836,-0.0723270440251572,2012-10-01
1301,台灣塑膠 FPC,135460.921,-0.0501193317422434,2012-10-01
9904,寶成工業 Pou Chen,242940.78,-0.0149999999999999,2012-10-01
6209,今國光學 KINKO,22968.566,-0.0830367734282325,2012-10-01
2349,錸德 RITEK,321327.129,-0.2313624678663239,2012-10-01
2449,京元電 KYEC,142584.604,-0.0154798761609906,2012-10-01
2511,太子 PHD,99216.091,-0.0965517241379311,2012-10-01
1326,台灣化纖 FCFC,172908.943,-0.0057803468208093,2012-11-01
2511,太子 PHD,56831.046,0.0330788804071247,2012-11-01
2349,錸德 RITEK,140275.501,-0.0133779264214046,2012-11-01
9904,寶成工業 Pou Chen,156513.174,0.015228426395939,2012-11-01
8163,達方電子 DARFON,27022.837,0.0120481927710842,2012-11-01
2801,彰銀 C.H.B,145135.723,0.0677966101694915,2012-11-01
1301,台灣塑膠 FPC,244904.046,-0.0389447236180903,2012-11-01
2323,中環 CMC,149081.76,0.025229357798165,2012-11-01
2449,京元電 KYEC,93346.094,0.0345911949685533,2012-11-01
6176,瑞儀 ROEC,91084.306,0.0823045267489712,2012-11-01
2352,佳世達 Qisda,104794.125,0.0031746031746032,2012-11-01
2426,鼎元 Tyntek,22043.281,0.0284360189573459,2012-11-01
2913,臺灣農林 TTC,50380.737,0.0742049469964663,2012-11-01
3017,奇鋐 AVC,14746.181,0.0111940298507462,2012-11-01
2406,國碩 Gigastorage,51188.589,0.1525974025974025,2012-11-01
6285,啟碁 WNC,35109.687,0.0712643678160919,2012-11-01
2367,燿華 Unitech,23585.175,0.101516919486581,2012-11-01
6209,今國光學 KINKO,48895.937,-0.1655886157826649,2012-11-01
1216,統一企業 PEC,187191.096,0.005813953488372,2012-11-01
2329,華泰 OSE,14372.747,-0.0474999999999999,2012-11-01
6209,今國光學 KINKO,57201.634,-0.0108527131782946,2012-12-01
1301,台灣塑膠 FPC,113473.423,0.0274509803921567,2012-12-01
3017,奇鋐 AVC,35084.654,0.143911439114391,2012-12-01
6285,啟碁 WNC,50458.41,0.0504291845493562,2012-12-01
2349,錸德 RITEK,511369.796,0.3457627118644067,2012-12-01
2323,中環 CMC,263767.085,0.0939597315436241,2012-12-01
2511,太子 PHD,107694.163,0.0197044334975368,2012-12-01
2449,京元電 KYEC,188395.535,0.1246200607902736,2012-12-01
6176,瑞儀 ROEC,80564.106,-0.091254752851711,2012-12-01
8163,達方電子 DARFON,47766.331,0.1428571428571427,2012-12-01
2367,燿華 Unitech,44241.105,0.0752118644067797,2012-12-01
1216,統一企業 PEC,160617.267,0.0269749518304431,2012-12-01
1326,台灣化纖 FCFC,110865.77,0.0901162790697674,2012-12-01
2329,華泰 OSE,17368.995,0.0498687664041994,2012-12-01
2352,佳世達 Qisda,456166.294,0.1550632911392404,2012-12-01
2913,臺灣農林 TTC,69284.665,0.0394736842105264,2012-12-01
2801,彰銀 C.H.B,191892.057,0.0126984126984126,2012-12-01
9904,寶成工業 Pou Chen,122689.859,0.0166666666666666,2012-12-01
2406,國碩 Gigastorage,65292.453,0.0394366197183098,2012-12-01
2426,鼎元 Tyntek,30890.611,0.130568356374808,2012-12-01
2913,臺灣農林 TTC,78195.169,0.0284810126582278,2013-01-01
2426,鼎元 Tyntek,40817.387,0.0665760869565216,2013-01-01
3017,奇鋐 AVC,143124.963,0.0612903225806451,2013-01-01
2323,中環 CMC,163870.521,-0.0552147239263802,2013-01-01
2367,燿華 Unitech,44216.878,-0.0236453201970443,2013-01-01
9904,寶成工業 Pou Chen,126050.757,-0.0327868852459016,2013-01-01
2449,京元電 KYEC,160988.876,-0.054054054054054,2013-01-01
2352,佳世達 Qisda,168632.89,-0.0095890410958903,2013-01-01
6176,瑞儀 ROEC,114684.943,-0.0418410041841004,2013-01-01
2349,錸德 RITEK,259118.44,-0.1007556675062973,2013-01-01
1216,統一企業 PEC,191025.828,-0.0281425891181988,2013-01-01
6209,今國光學 KINKO,89538.718,0.1849529780564263,2013-01-01
8163,達方電子 DARFON,69300.16,-0.0286458333333333,2013-01-01
1301,台灣塑膠 FPC,106414.665,0.0203562340966922,2013-01-01
2801,彰銀 C.H.B,179823.585,0.0219435736677116,2013-01-01
2329,華泰 OSE,10612.882,-0.01,2013-01-01
1326,台灣化纖 FCFC,120764.987,0.0693333333333333,2013-01-01
2406,國碩 Gigastorage,101605.519,0.1138211382113821,2013-01-01
2511,太子 PHD,124418.853,-0.004830917874396,2013-01-01
6285,啟碁 WNC,73692.561,0.1113381001021449,2013-01-01
2801,彰銀 C.H.B,343636.044,0.0644171779141104,2013-02-01
2352,佳世達 Qisda,227616.779,0.1120331950207467,2013-02-01
2329,華泰 OSE,6971.397,-0.0126262626262625,2013-02-01
1326,台灣化纖 FCFC,74610.428,-0.0573566084788031,2013-02-01
6285,啟碁 WNC,26712.224,-0.0238970588235293,2013-02-01
8163,達方電子 DARFON,11851.701,-0.005361930294906,2013-02-01
6176,瑞儀 ROEC,41205.942,-0.0655021834061135,2013-02-01
2449,京元電 KYEC,77162.58,0.1028571428571429,2013-02-01
2511,太子 PHD,86158.705,-0.0145631067961165,2013-02-01
2323,中環 CMC,190800.411,0.093073593073593,2013-02-01
2349,錸德 RITEK,210233.177,0.0504201680672269,2013-02-01
2426,鼎元 Tyntek,12592.385,-0.0343949044585986,2013-02-01
2406,國碩 Gigastorage,83588.518,0.1338199513381995,2013-02-01
1216,統一企業 PEC,167314.754,0.0714285714285715,2013-02-01
2913,臺灣農林 TTC,42318.62,0.0030769230769231,2013-02-01
3017,奇鋐 AVC,18636.104,-0.0547112462006078,2013-02-01
1301,台灣塑膠 FPC,93199.621,-0.0648379052369077,2013-02-01
6209,今國光學 KINKO,28805.236,-0.0476190476190475,2013-02-01
9904,寶成工業 Pou Chen,76243.392,0.0203389830508475,2013-02-01
2367,燿華 Unitech,21071.229,-0.019172552976791,2013-02-01
2801,彰銀 C.H.B,367322.162,0.0230547550432275,2013-03-01
2367,燿華 Unitech,26223.074,-0.0174897119341563,2013-03-01
1326,台灣化纖 FCFC,97608.157,-0.0899470899470899,2013-03-01
6285,啟碁 WNC,21569.06,-0.0414312617702448,2013-03-01
2406,國碩 Gigastorage,83032.594,-0.0407725321888411,2013-03-01
2323,中環 CMC,367381.009,0.0336633663366336,2013-03-01
2449,京元電 KYEC,122796.827,0.0621761658031087,2013-03-01
3017,奇鋐 AVC,29650.648,-0.0096463022508038,2013-03-01
2913,臺灣農林 TTC,79262.009,0.0613496932515337,2013-03-01
2426,鼎元 Tyntek,56470.352,0.0817941952506595,2013-03-01
1301,台灣塑膠 FPC,163232.924,-0.0413333333333332,2013-03-01
2349,錸德 RITEK,258104.743,0.0239999999999999,2013-03-01
6209,今國光學 KINKO,63791.637,0.0472222222222223,2013-03-01
1216,統一企業 PEC,217806.51,0.0198198198198198,2013-03-01
9904,寶成工業 Pou Chen,171744.657,0.0764119601328902,2013-03-01
2511,太子 PHD,96323.852,0.0492610837438423,2013-03-01
2329,華泰 OSE,29973.092,0.0920716112531967,2013-03-01
2352,佳世達 Qisda,282835.783,-0.0696517412935321,2013-03-01
6176,瑞儀 ROEC,93173.909,0.0981308411214953,2013-03-01
8163,達方電子 DARFON,192513.141,0.5633423180592991,2013-03-01
2426,鼎元 Tyntek,21764.639,-0.1207317073170731,2013-04-01
1216,統一企業 PEC,203356.8,0.0265017667844522,2013-04-01
8163,達方電子 DARFON,185291.794,-0.0741379310344827,2013-04-01
2449,京元電 KYEC,85506.313,0.024390243902439,2013-04-01
1301,台灣塑膠 FPC,140322.103,-0.004172461752434,2013-04-01
2406,國碩 Gigastorage,48758.757,0.0022371364653242,2013-04-01
2329,華泰 OSE,60605.445,0.2154566744730681,2013-04-01
2511,太子 PHD,125843.719,-0.0093896713615023,2013-04-01
1326,台灣化纖 FCFC,86007.908,0.004360465116279,2013-04-01
9904,寶成工業 Pou Chen,208900.705,0.074074074074074,2013-04-01
6285,啟碁 WNC,16858.401,-0.0579567779960706,2013-04-01
2801,彰銀 C.H.B,168151.036,-0.0507042253521125,2013-04-01
6209,今國光學 KINKO,24449.5,-0.0848806366047746,2013-04-01
3017,奇鋐 AVC,18972.436,-0.0779220779220779,2013-04-01
2349,錸德 RITEK,291243.896,0.0234375,2013-04-01
2323,中環 CMC,342558.168,0.0153256704980843,2013-04-01
2352,佳世達 Qisda,110159.316,-0.036096256684492,2013-04-01
2913,臺灣農林 TTC,93829.129,0.0404624277456647,2013-04-01
6176,瑞儀 ROEC,76258.194,0.0212765957446808,2013-04-01
2367,燿華 Unitech,28944.799,0.007329842931937,2013-04-01
2511,太子 PHD,84979.789,-0.0236966824644549,2013-05-01
2349,錸德 RITEK,839057.057,0.5954198473282442,2013-05-01
2801,彰銀 C.H.B,145829.745,0.0089020771513352,2013-05-01
2323,中環 CMC,686262.354,0.0773584905660377,2013-05-01
2426,鼎元 Tyntek,27157.746,0.0915395284327323,2013-05-01
2449,京元電 KYEC,107513.754,0.0904761904761904,2013-05-01
6176,瑞儀 ROEC,67052.079,-0.05,2013-05-01
8163,達方電子 DARFON,177833.262,0.0074487895716945,2013-05-01
2352,佳世達 Qisda,145158.34,0.015256588072122,2013-05-01
1216,統一企業 PEC,144536.566,0.0189328743545611,2013-05-01
3017,奇鋐 AVC,51591.202,0.0704225352112676,2013-05-01
2329,華泰 OSE,99831.627,0.0867052023121385,2013-05-01
1326,台灣化纖 FCFC,110949.453,0.0217076700434153,2013-05-01
9904,寶成工業 Pou Chen,268117.719,-0.1580459770114941,2013-05-01
6209,今國光學 KINKO,41053.441,0.0550724637681159,2013-05-01
