股票代碼,1102,1216,1301,1303,1305,1310,1314,1326,1409,1440,1444,1504,1605,1609,1710,1718,1909,2027,2049,2101,2204,2206,2301,2303,2308,2312,2313,2314,2316,2323,2327,2329,2330,2331,2340,2344,2345,2349,2352,2356,2357,2367,2368,2369,2371,2376,2377,2379,2382,2383,2392,2402,2405,2406,2412,2419,2426,2436,2439,2449,2454,2455,2456,2458,2474,2481,2492,2501,2504,2511,2515,2520,2542,2603,2609,2610,2614,2615,2618,2801,2809,2812,2820,2823,2834,2845,2880,2883,2884,2885,2886,2889,2890,2892,2903,2913,2915,3005,3006,3017,3019,3034,3035,3037,3045,3049,3189,3380,3406,4904,5388,5469,6153,6176,6209,6239,6257,6269,6282,6285,6505,8105,8112,8163,9904,9907,9945
1102,1.6596172116200245e-06,1.1389858101270943e-07,2.0143063732959037e-07,1.9467200975124016e-07,3.3928600784997203e-07,3.3170126416089774e-07,3.771128436681343e-07,1.7632195892465594e-07,2.9524114386516946e-07,2.7355659748302256e-07,2.6589479534048314e-07,1.6878627496696143e-07,4.5695206177558353e-07,3.7700244200267114e-07,2.8904995647378646e-07,2.8651439030133587e-07,3.137638453936159e-07,2.2932630719014942e-07,5.569992969375594e-07,1.1764614194675244e-07,2.610428169941642e-07,1.2856635874864482e-07,1.0606631746098057e-07,1.5227026682818041e-07,1.3000632724578366e-07,2.0142350930037219e-07,3.588493969596308e-07,4.1115486096154293e-07,8.5055811602792e-08,2.8211466627304034e-07,3.998507957525656e-07,3.4782298235830443e-07,5.1560147742762454e-08,9.458094595427447e-08,2.142351328710984e-07,2.3730006094070658e-07,7.567516891717951e-08,6.145918815696864e-07,1.3705597933694114e-07,1.4499365360444842e-07,-4.281762408292489e-07,4.2219761400363815e-07,3.8075715249262734e-07,2.087473147832271e-07,8.198286780377303e-07,1.4622392735119924e-07,1.7683211763981817e-07,1.1829864577441434e-07,6.822699212928925e-08,1.3579863497058758e-07,2.3433701609438032e-07,2.5392273479421664e-07,4.216277410587628e-07,2.2300863945376844e-07,-4.938791325611342e-08,1.7267704122026276e-07,2.2167104711225787e-07,1.7620355754626448e-07,1.9448456039243346e-07,1.2499698365971408e-08,-5.3895582360505336e-08,2.1115325878070542e-07,2.699984987198083e-07,2.8165200474549486e-08,2.719465007175912e-07,3.7573438604673887e-07,7.143902318542547e-07,2.188990065983782e-07,2.4220027594917303e-07,2.9068450196739906e-07,2.9577783299485914e-07,3.5440417158720383e-07,1.6606309660924242e-07,3.04444980882638e-07,1.971566715380592e-07,2.0147351970162889e-07,5.689411451613145e-08,2.924809074703615e-07,2.36734981577706e-07,2.14737435036941e-07,2.274509192009916e-07,1.1391131161885747e-07,-9.461448942416282e-11,2.685621252851414e-07,1.6348133253313076e-07,1.6533724722936942e-07,1.679202898238065e-07,2.1394629885235234e-07,2.069703192366816e-07,1.9977724099085623e-07,1.9796483217693323e-07,8.595838772456312e-08,2.0615580991536741e-07,1.8684425804293024e-07,3.7088285904809447e-07,2.2396761748994185e-07,1.428506445512335e-07,6.7819575621747e-08,1.2581942119782625e-07,1.8435338591526116e-07,4.4226825175100383e-07,6.258611811273488e-08,3.941225201527296e-07,1.5339791791609477e-07,-1.6940391799133446e-08,4.3605616282065343e-07,2.7496745844732866e-07,7.149146162118371e-08,1.0389211216225552e-06,-4.2400828282543525e-08,2.1388983946506106e-08,3.8564079397272366e-07,3.2816127546214013e-07,1.436259902425698e-07,2.6223776830250093e-07,1.3791078601341477e-07,1.3187571450905908e-07,2.699677838898087e-07,1.8823162918305895e-07,2.105366446568178e-07,1.5272063099556654e-07,2.1727928657010686e-07,1.918968731004256e-07,3.317778529768148e-07,-1.7921285576262425e-08,1.752005598075326e-07,1.1678129242929294e-07
1216,1.1389858101270943e-07,1.4626430718252395e-06,8.87396265249734e-08,3.8192036527083596e-08,1.338878812881863e-07,1.476929244900505e-07,1.3315594516786985e-07,7.280754254192532e-08,8.57535536301819e-08,9.015814234626116e-08,3.8452964771625014e-08,5.037740674508771e-08,8.899070330555238e-08,6.316865689405192e-08,8.68549001110168e-08,8.01598551260108e-08,-1.7696757681251166e-09,7.046856292912252e-08,6.500933060688115e-08,-1.7404695625860567e-09,7.172962863932227e-08,4.0422076789124574e-08,5.7036747743560385e-09,-1.0562796427149315e-08,4.352538907210744e-08,4.805223217299056e-09,3.754266076481741e-08,2.455835099976128e-08,-8.508270758682765e-08,3.729453275998743e-08,4.130129517970609e-08,4.158496485711097e-08,-1.6724080231762436e-08,-6.947030658509675e-08,-5.286448847538126e-08,-6.181637708867063e-08,-5.1319904938189735e-08,1.724886617883037e-07,-5.840706576208219e-08,-1.127572221470738e-08,9.658841792339073e-07,-2.0461474672765182e-08,-3.565864020593197e-08,-1.293578952860123e-08,1.483066670014876e-07,-7.255422539568591e-08,-6.507961691030896e-08,-8.883396624949355e-08,2.896317259342914e-08,-5.620578212595724e-08,2.559051264957737e-08,-3.981397009379886e-08,7.544962306666401e-08,-1.1543354109141393e-07,-2.0856113394838165e-09,-1.1572868326058902e-08,-1.4729120807160984e-10,-1.6025941174657732e-07,-2.2650848628683066e-07,-9.722905442334762e-08,-1.7276064434889726e-07,-7.631947459353841e-08,8.475509096881739e-09,-7.189661217818853e-08,-3.8123102286693186e-08,-4.032039486929946e-08,1.1157794532108336e-07,5.841829004205995e-08,8.232660246724016e-08,7.305505583794589e-08,6.484556229316297e-08,6.104877466938541e-08,2.5706591714489227e-08,1.0669306574387174e-07,2.0511629195706824e-07,7.205446027030418e-08,-3.185554752990112e-07,1.1116477911150501e-07,6.512474060896116e-08,1.2334106761749617e-07,8.502226891262702e-08,4.2267971607111585e-08,-3.50421184332935e-08,7.440165241087201e-08,6.588144596654209e-08,7.895845183362445e-08,7.18206556862913e-08,6.195714809066818e-08,6.878906081814239e-08,4.9914838012263266e-08,1.1141815313692371e-07,2.4444218066405885e-08,9.672428894820534e-08,8.552984572509831e-08,8.46992193856151e-08,5.6145324105944666e-08,5.650910584979316e-08,-1.1730325822155843e-07,-1.2107852576220908e-07,-6.499383031716215e-08,2.675197396967738e-08,-6.296099103876954e-08,-8.381570274089575e-08,-6.215947741595646e-08,3.324711961833072e-08,-6.23443481286782e-08,-4.1223072760282256e-08,-1.5136115749926368e-07,7.280001672098761e-08,3.44268034978224e-08,-6.613126536725494e-08,1.3841833203612947e-08,-5.3253272699939463e-08,-3.150897820319757e-08,-5.7176163008759774e-08,-3.900439905632479e-08,-6.925253153127594e-08,-5.8275955659594086e-08,-1.7255834725174078e-08,-1.0198987677188945e-07,7.597681673008909e-08,-6.828666243668303e-08,-4.79689750269953e-08,7.937654354161102e-08,-4.177357100840124e-09,8.36466579802036e-08,1.2947252676249762e-09
1301,2.0143063732959037e-07,8.87396265249734e-08,1.5378625518989477e-06,1.9054150166260823e-07,3.4889993393986466e-07,3.466374154069623e-07,3.621736254683465e-07,2.0127503181765942e-07,2.4923710317786924e-07,2.528090771929176e-07,2.516755467392413e-07,9.109254707800184e-08,3.625369247627364e-07,2.4660506396109524e-07,2.684520621830948e-07,2.788483420197146e-07,2.3095291557699323e-07,1.6840582278973116e-07,4.321540285425555e-07,8.958543463277448e-08,1.7180409622825508e-07,1.0644588136388368e-07,3.1325625423230456e-08,9.611068354636667e-08,1.2777192330575052e-07,1.2413600028882936e-07,1.956058191713858e-07,3.0437452849917227e-07,4.3751849343633705e-08,1.4992402263052274e-07,2.8034600311667153e-07,1.3034121812135048e-07,4.245222178242616e-09,6.637984382597504e-09,1.2049038409588546e-07,1.419586887193848e-07,7.312759997244946e-08,4.4117116305851315e-07,6.158035733581944e-08,1.3013853476098033e-07,4.299988327121607e-07,2.2435370984469577e-07,2.0742276557139631e-07,1.880837622416646e-07,6.59814487461032e-07,7.712039698579199e-08,7.300093351717525e-08,3.841857926547889e-08,4.3609576076983564e-08,5.0829533401967445e-08,1.2155931545372915e-07,1.2885895186559145e-07,2.608829819424285e-07,2.0754048135626956e-07,-3.611331733003171e-08,1.3271190434124594e-07,2.0445908728662612e-07,8.412709678757939e-08,8.239958539970687e-08,-4.973740463342247e-08,-1.4015586619095788e-07,1.3028405297747886e-07,3.010964158258356e-07,-4.985313166035363e-09,1.7264835628139704e-07,2.976025214790914e-07,5.211183511796177e-07,1.3741678192661928e-07,1.776491495088308e-07,2.171107580970884e-07,2.1239236908998518e-07,2.386978960748096e-07,1.1056634456493371e-07,2.5282568586966973e-07,2.0576633567587296e-07,1.726812512867578e-07,1.1351251992977524e-07,2.1859937357661055e-07,1.854210800944664e-07,1.664799502969612e-07,1.6946671104169141e-07,8.633868495636531e-08,-1.2005921672268727e-08,1.8667809506206176e-07,1.176326713034923e-07,1.0897085787442994e-07,1.0784170057459477e-07,1.4732760952672693e-07,1.4447821108157724e-07,1.3521878366867446e-07,1.461536465780571e-07,5.52098719393462e-08,1.3346769273775848e-07,1.3471342251554202e-07,2.2221365323588946e-07,1.5262116217327637e-07,2.0893897515465525e-07,-4.461382689732096e-08,4.24789951753198e-08,9.803332865046234e-08,3.3187114543041375e-07,-1.1648042801044772e-08,2.2286303222338843e-07,3.061473536234342e-08,-9.860280999079615e-09,3.552077618261762e-07,1.2763395288380315e-07,2.0674238218976304e-08,7.445242658887744e-07,-2.8758957720790603e-08,2.7841571675754294e-08,2.817015343485024e-07,2.0112079188522183e-07,9.703707773171509e-08,1.390703062020552e-07,8.242779702426107e-08,7.207966933494977e-08,1.3620122548703583e-07,1.1678985191287204e-07,1.4532775652392413e-07,1.4073938809222818e-07,1.807204157197376e-07,1.1695611701574831e-07,2.740276304567274e-07,1.0589788436655696e-08,1.7327977004050386e-07,1.2707280691506902e-07
1303,1.9467200975124016e-07,3.8192036527083596e-08,1.9054150166260823e-07,1.6787567054069554e-06,3.9643915108948793e-07,4.852942078387852e-07,3.9394318794941145e-07,2.0161206569478544e-07,3.128792747164493e-07,3.7559497632921533e-07,3.4254479552314155e-07,1.5270467553850464e-07,5.413314327760649e-07,3.9095445662744956e-07,2.3120421900204874e-07,3.894162228303722e-07,3.3375293127888943e-07,2.100623739992151e-07,4.448356275820549e-07,1.7998171508867697e-07,1.7685040980114147e-07,1.7783656428306344e-07,1.1363685673976261e-07,2.6200257118751456e-07,2.0146017088648513e-07,3.3282892182491353e-07,3.78913458986682e-07,7.984256097108433e-07,2.6066423350447044e-07,4.78434463247987e-07,5.153090268184145e-07,4.1179803575815006e-07,4.8840713248173876e-08,2.5462023471585157e-07,4.765053550016052e-07,6.033637948153494e-07,4.3528343253027717e-07,1.0341420197412305e-06,3.2428307046232446e-07,3.287149712943553e-07,-1.543842032724051e-06,5.289866364545479e-07,5.324656801529707e-07,3.525788352274597e-07,6.232647121153483e-07,2.8356541857524024e-07,3.963780808715915e-07,2.945692360550917e-07,8.757569994893666e-08,2.7038681872063946e-07,1.8727306472748704e-07,3.1643300306862187e-07,6.973002514362347e-07,8.064368976817808e-07,-6.01683282295896e-08,3.7734565744279955e-07,6.496588807383001e-07,5.198849776646108e-07,6.719337609520896e-07,2.07864574776713e-07,1.1176715758290376e-07,5.52022018046124e-07,7.885693980895674e-07,3.489461809105118e-07,2.9481065173601574e-07,8.020673212159179e-07,1.1665990827280005e-06,2.109964876151771e-07,1.9930606249371161e-07,2.735426105935526e-07,2.6440231102912446e-07,3.480965806137291e-07,1.3999251894845567e-07,2.194804081000583e-07,1.0757740239628088e-07,1.0384054102973185e-07,2.3113714164530887e-07,1.9039821752491556e-07,1.2283218067004233e-07,1.3304700607142535e-07,1.4571114928021974e-07,1.3851035968373428e-07,3.673640499419047e-08,2.2153727867132706e-07,1.313939802454594e-07,1.3747095337666032e-07,1.298200411667589e-07,2.1152295320369445e-07,1.9787709404475414e-07,2.556523877038409e-07,1.6058613623819773e-07,1.3202409392490904e-07,1.9275226828021e-07,1.5327538152943263e-07,3.2198462283467337e-07,3.035832848528304e-07,2.2265932600944193e-07,1.8733671237283568e-07,4.965579023788287e-07,3.6137200263493073e-07,6.00568236596834e-07,1.3457966030215268e-07,6.68744640263835e-07,2.513851686143677e-07,-8.530533681674046e-08,8.080369220809778e-07,3.745319253886951e-07,3.6285259368742206e-07,9.680859610272477e-07,-7.177750598535515e-08,6.789070398450629e-08,6.217852444486702e-07,5.385736492357363e-07,1.1643519527953317e-07,4.014759359948471e-07,3.496863410964565e-07,2.843646634456276e-07,3.909148715271207e-07,3.3502729153634864e-07,4.4033591783202956e-07,1.2954761455498704e-07,6.327281378954565e-07,4.007841552535338e-07,8.525845826301681e-07,2.2898172751175975e-08,2.250560830837009e-07,2.4817294957010816e-07
1305,3.3928600784997203e-07,1.338878812881863e-07,3.4889993393986466e-07,3.9643915108948793e-07,2.427062992571304e-06,8.758439647026699e-07,7.194434787557971e-07,2.949619086863251e-07,5.115908019495162e-07,5.106025264803328e-07,5.056090331730499e-07,2.8865560518259747e-07,8.713716354907669e-07,6.086895410416709e-07,4.3152206148208965e-07,6.406768123505488e-07,5.970662784898633e-07,3.6027976030764774e-07,7.464328278814973e-07,1.6961652559328575e-07,2.787332624037806e-07,2.1197469208349004e-07,1.4157598542807724e-07,3.553648204186932e-07,3.5285816792257507e-07,3.7017146565433253e-07,5.711791144138054e-07,1.4684817394773274e-06,1.5167603879032864e-07,5.072084468451821e-07,8.666232674569376e-07,3.974469809681318e-07,5.534935704777053e-08,9.413544208500067e-08,5.378798621502797e-07,6.975703323222356e-07,3.851956165427212e-07,1.2304585583519595e-06,3.536662855694288e-07,4.450745250113406e-07,-4.2276563819118293e-07,6.642339677125997e-07,7.374047158295402e-07,5.668849886136504e-07,1.1811683198998308e-06,3.478222607052797e-07,5.090935159451844e-07,3.137425088876357e-07,1.1355145989196772e-07,3.1872145916399705e-07,3.153331081003376e-07,2.5788854143092043e-07,9.057117377159049e-07,7.083497890453736e-07,-7.769515358050135e-08,5.384421256404122e-07,5.78878215568255e-07,4.641018941263538e-07,6.758846044487871e-07,1.3062071333019463e-07,-1.0677126096816148e-07,5.480273026625427e-07,7.889366284985628e-07,3.4528336603200007e-07,2.054579769739717e-07,1.052233860813105e-06,1.3780759561331574e-06,3.217405571425808e-07,3.3735562801578797e-07,4.020791132853001e-07,4.1867306352373823e-07,4.814261965518292e-07,1.7549898160347864e-07,6.950724162411122e-07,7.146782058547441e-07,3.82881826323044e-07,7.37869303672351e-07,4.135977312436848e-07,3.0502889117882774e-07,2.784709182549722e-07,3.506098504745413e-07,1.6624083596638142e-07,2.774571496389572e-08,3.486537466354299e-07,2.3208635704229707e-07,2.2663591516773876e-07,1.8351210989190955e-07,2.992821522448614e-07,3.1287865570445626e-07,3.070060464585947e-07,1.8697429941556004e-07,1.0530899423252784e-07,2.4247521348378735e-07,2.415455222412441e-07,4.6316156696387044e-07,4.1851185393053934e-07,3.465557939878091e-07,2.658028211605985e-07,3.9814604750301873e-07,4.805858532003151e-07,9.79451825516356e-07,1.3015290302282712e-07,1.0308683936830471e-06,3.2721232254722615e-07,-7.402681776220051e-08,1.3588444863826357e-06,4.123682194013089e-07,3.749779246085795e-07,1.3150612778582243e-06,-2.519499724094164e-08,2.7887516619206817e-07,7.887437653778233e-07,3.1282963574760264e-07,1.026789351492117e-07,6.087902626249678e-07,3.137173357196542e-07,2.740811914420074e-07,3.489485854915976e-07,4.721647959744065e-07,4.3408470379599333e-07,2.004906720337847e-07,9.237688883184671e-07,4.2617795083489713e-07,8.460298166130422e-07,5.324179732585939e-08,3.782679014074558e-07,2.5076981860913955e-07
1310,3.3170126416089774e-07,1.476929244900505e-07,3.466374154069623e-07,4.852942078387852e-07,8.758439647026699e-07,2.901555343884377e-06,7.709037412459526e-07,3.489688962274779e-07,6.834917848067444e-07,7.847899566800166e-07,4.976994723890377e-07,2.9600180633720884e-07,1.0075195852714828e-06,6.072510659032247e-07,3.6739375853743365e-07,8.615152391330185e-07,6.199514954204039e-07,3.370304703596098e-07,5.744535163491854e-07,3.3566244209760805e-07,2.3714467141580434e-07,4.111602209462567e-07,1.2051753752482252e-07,3.056943794736485e-07,3.9285717295376577e-07,5.051040921858056e-07,6.291374019104748e-07,1.962692105903499e-06,2.2730165730869113e-07,1.0410204937901038e-06,7.400709470281759e-07,7.114171757648626e-07,-6.099388166235499e-08,2.6987029102993697e-07,8.072331085601059e-07,7.487765663317987e-07,5.276623412536709e-07,2.639988577409975e-06,3.763675312067593e-07,7.00787794214357e-07,4.472837011760801e-07,7.879836923358935e-07,8.846648066848891e-07,6.905009228262806e-07,1.0278302042791276e-06,4.174503946356412e-07,7.64847234954576e-07,2.036097713042916e-07,1.6617333092312874e-07,2.0331331151148826e-07,3.5311726783256543e-07,4.4586959236225377e-07,1.1380438078106952e-06,1.0145748562450272e-06,-1.543478959662337e-07,6.5095870613823e-07,9.126087359602932e-07,5.917107278049385e-07,9.144546871155765e-07,1.7897806451849157e-07,-1.0826642730884584e-07,7.840076665588719e-07,1.5857931465764178e-06,4.487124183070547e-07,1.0524645904716074e-07,1.2659824696784294e-06,2.07571535415214e-06,5.838644908228752e-07,3.6436463080799344e-07,4.7074712097790535e-07,5.954556757947523e-07,7.394257017055189e-07,1.9788956581715615e-07,5.673499116543612e-07,5.648921549685305e-07,2.6227628227508316e-07,9.180256625706547e-07,4.0891924609279225e-07,2.4440710358997674e-07,4.0314888429501986e-07,3.524844796815478e-07,2.7657350808471077e-07,4.3576267684323055e-08,3.9235432551862584e-07,2.8312389880551337e-07,2.696975735896347e-07,2.520624711160451e-07,3.402316369300277e-07,3.3041460085194507e-07,3.876017071560194e-07,2.8902276877345174e-07,1.8832276729652266e-07,3.520063246005427e-07,3.132039255614794e-07,4.940216742324506e-07,6.208326534437624e-07,5.792983837300591e-07,2.8597679534475135e-07,4.281769997047763e-07,6.919662372819913e-07,9.891585815033334e-07,9.767314358117395e-08,1.0332643924966814e-06,2.538942300411803e-07,-1.0056994511569702e-07,1.7076939158682952e-06,4.87381644867081e-07,5.049307980401962e-07,1.565722004152803e-06,-1.2403814150640749e-07,1.1374867137856795e-07,1.2985883304973e-06,5.587968741975201e-07,4.817617745620926e-08,4.7667841799274663e-07,3.4297831354107606e-07,3.249128495123122e-07,3.8689341474214474e-07,5.577491829915241e-07,5.2647787488218e-07,2.156759813051873e-07,9.489409637554892e-07,4.226430632900573e-07,1.704256458115527e-06,-3.3236284148864125e-09,4.922980787656728e-07,4.248713393417079e-07
1314,3.771128436681343e-07,1.3315594516786985e-07,3.621736254683465e-07,3.9394318794941145e-07,7.194434787557971e-07,7.709037412459526e-07,2.482093859469485e-06,3.093727485646689e-07,6.199348309412825e-07,6.840316167597912e-07,6.938393064783743e-07,2.923014669105248e-07,9.486033622879634e-07,7.900099031050683e-07,6.153068629693951e-07,7.72118233109485e-07,5.912492317211607e-07,2.722398890292179e-07,1.106932519120641e-06,3.851137052306919e-07,5.241153248293582e-07,3.838607480425988e-07,2.830252971641261e-08,2.8335571409793367e-07,2.1519421302801942e-07,3.781995291473787e-07,8.31346252128904e-07,1.116310494579609e-06,4.6544685752473104e-07,6.951736783212359e-07,1.0138050794002335e-06,6.012496141492767e-07,1.0907959296676097e-08,1.8054779294759375e-07,6.243080357137947e-07,8.800766601905213e-07,5.893822762675645e-07,1.4931622877560265e-06,2.90315708733084e-07,2.854192781799384e-07,6.527840573728291e-07,8.57068706762987e-07,6.547893093270487e-07,6.943631000079578e-07,1.299402873440799e-06,3.9410244335713507e-07,4.099507342112335e-07,1.5780002580522614e-07,7.674888410517715e-08,4.359497249411697e-07,5.557855468190441e-07,4.480189177184195e-07,1.217532513324356e-06,8.698710970413036e-07,-9.366839687938292e-08,5.751996856782845e-07,5.421028082725617e-07,5.514894397758066e-07,3.924770523002903e-07,1.748505274058803e-07,-1.562877484821768e-07,9.071205641403982e-07,9.200471755768632e-07,4.3128073678275453e-07,6.302917559964897e-07,1.1403466733624803e-06,1.7512462009518922e-06,3.288571511216966e-07,4.626437654573129e-07,6.154155048768227e-07,5.657863600318052e-07,5.573174685306489e-07,2.50888139441166e-07,6.22609735728728e-07,5.655913925130104e-07,4.301323544387943e-07,2.790463377256165e-07,4.5399475566285145e-07,4.3885225939699135e-07,3.263594279076393e-07,3.916510423288824e-07,2.2493512361477523e-07,8.563230569011387e-09,4.075984662653831e-07,2.1710116256066793e-07,2.3773801013290018e-07,1.9144911405313628e-07,2.888894033475409e-07,3.18392399428663e-07,3.2608021574686845e-07,2.452783585216339e-07,1.7032047343602416e-07,2.8279052715417716e-07,2.506180603198356e-07,6.224820975140927e-07,4.4363013216726816e-07,5.091788480621677e-07,1.9894280752647105e-07,4.518215528305079e-07,6.381753265608587e-07,1.068968486755189e-06,1.2545980838667822e-07,1.1306931522315466e-06,3.8118241733656495e-07,-8.656792906204189e-08,1.3363781582971493e-06,5.429324665180525e-07,4.147448023817964e-07,2.27359977107622e-06,-1.1719993755480041e-07,3.138172787328045e-07,8.900504607335852e-07,9.548904088801148e-07,4.3823479607541066e-07,6.482287255404093e-07,2.92174821291099e-07,4.68372131397996e-07,7.491627013807755e-07,3.8793147813899373e-07,5.853118175608561e-07,1.964745346385621e-07,8.233759777745718e-07,3.979270749209254e-07,1.1594880508990617e-06,6.740539496456036e-09,4.290328876954879e-07,3.2048065855339884e-07
1326,1.7632195892465594e-07,7.280754254192532e-08,2.0127503181765942e-07,2.0161206569478544e-07,2.949619086863251e-07,3.489688962274779e-07,3.093727485646689e-07,1.541539527006773e-06,2.3347848506552952e-07,2.4622809662210407e-07,2.1562521907811618e-07,8.010714938572941e-08,3.490198802642251e-07,2.2304837759072977e-07,2.1994968784952204e-07,2.4710451208177266e-07,2.0012264931414419e-07,1.7331951876761764e-07,3.3223831772055446e-07,5.850417242548616e-08,1.0941079206569455e-07,8.434620770520227e-08,2.197376297993812e-08,1.0250324543504874e-07,8.533409499669663e-08,1.0077328682613454e-07,1.2613616613441913e-07,2.549757038522917e-07,-2.963449093949492e-09,2.134260146040517e-07,3.513244953421574e-07,1.2203390363272595e-07,-4.026453265486653e-09,-1.1982193431544769e-08,1.2111600170644278e-07,1.3542364566205418e-07,2.1547333906369883e-08,6.016783062657494e-07,6.031221126526364e-08,1.455339433410479e-07,4.291935233889445e-08,1.8466001665168155e-07,1.7831706340084565e-07,1.4710758517501977e-07,5.398251735870613e-07,5.989941871041193e-08,1.0787661857379526e-07,7.619057230299795e-09,1.6621555287393665e-08,1.8186570578832665e-08,3.2631028620308014e-08,9.993684768386164e-08,2.557568622256855e-07,1.8063521591602676e-07,-2.8815564454324102e-08,7.775099207468064e-08,1.8347185120013346e-07,6.623508019832156e-08,8.995550683083071e-08,-6.225847665564787e-08,-1.1995022287542395e-07,9.468049945974677e-08,3.4971049681035327e-07,-4.442897339437801e-08,1.2092539651794952e-07,2.93647059241164e-07,6.095281875680897e-07,1.4076897971498163e-07,1.3804561122250363e-07,1.5935632062515307e-07,2.1130661070474405e-07,2.154248752097468e-07,1.2651818869177606e-07,1.987728823554022e-07,1.5140993526113404e-07,1.2783787415935538e-07,1.3121359659938054e-07,1.8432665064166836e-07,1.543138932162595e-07,1.5107161291881043e-07,1.326506398613893e-07,8.436802792047696e-08,2.1647440622039797e-09,1.960152831633496e-07,1.209995411043967e-07,1.0811262593353011e-07,1.1679940117265528e-07,1.7020077636148974e-07,1.3361998063007192e-07,1.5234915306804817e-07,1.524855676823844e-07,8.950739157604639e-08,1.3678593696808057e-07,1.244912544851753e-07,1.9214369284069338e-07,1.4662870715324904e-07,1.778825299905715e-07,-4.1072865604987783e-08,2.492822448390576e-08,7.119486326695223e-08,1.7981573539908428e-07,-4.758687130152798e-08,1.588870636638215e-07,-2.8271323196049835e-08,-6.664564362524307e-09,2.0155452441270577e-07,8.658022835483231e-08,2.773095792036808e-08,4.925750441259584e-07,-1.933504258432671e-08,-3.966688148088085e-08,2.9863307642709964e-07,1.6674464267787173e-07,2.414175713578446e-09,7.36854335096019e-08,7.791950650196555e-08,4.943956656560348e-08,4.228869220724003e-08,6.522022427677973e-08,1.3851169253984685e-07,1.5052911819950944e-07,2.6724078606915882e-08,1.4837306226466165e-07,3.3158370476149384e-07,-5.637306938776624e-09,1.4970634155884073e-07,1.1437128545261828e-07
1409,2.9524114386516946e-07,8.57535536301819e-08,2.4923710317786924e-07,3.128792747164493e-07,5.115908019495162e-07,6.834917848067444e-07,6.199348309412825e-07,2.3347848506552952e-07,1.8422211640605311e-06,5.229720779268109e-07,4.822408649684606e-07,2.324841295360037e-07,7.642881669680537e-07,5.253980105521326e-07,3.320104004614702e-07,5.451610609402826e-07,5.135294947337071e-07,2.7128388522673313e-07,6.686681296883646e-07,2.3293029066549597e-07,3.317568125498305e-07,2.9404579373760725e-07,9.934584825389179e-08,2.6425092757650235e-07,2.4453882871024626e-07,3.62618106677763e-07,5.97878001421422e-07,1.037326311693716e-06,3.118472777378985e-07,6.28538415554099e-07,8.079504414552898e-07,5.734934833378796e-07,3.814519897486416e-08,2.7107637055736137e-07,5.630115380162376e-07,6.593981789802796e-07,4.537319889152834e-07,1.3343462384477847e-06,3.7596121075621104e-07,3.4275339060657886e-07,2.7849949413100384e-07,7.140336749086675e-07,6.938177726883551e-07,5.602227745170341e-07,8.637491549897238e-07,3.202168215781648e-07,4.7548352671696013e-07,2.2562950094552176e-07,9.814092520696288e-08,3.319419535101836e-07,3.855294900888811e-07,4.123423195113118e-07,8.314947454374041e-07,8.402564867836961e-07,-9.742967255622046e-08,4.996069175287755e-07,6.633017298048343e-07,5.237891248572774e-07,5.550984754524316e-07,1.9032914141828493e-07,2.5237697376711766e-08,6.504314603822975e-07,9.482851984949972e-07,3.29535496150557e-07,3.2685599617478576e-07,9.653542157002791e-07,1.4744530327623673e-06,3.0975990021509607e-07,3.398126318719996e-07,4.1754818238469706e-07,4.3564118620309115e-07,5.137933069529469e-07,1.998298176633932e-07,4.6695256249085555e-07,4.281294520174919e-07,3.3380558447694214e-07,4.0615232986007847e-07,4.1732307046816136e-07,3.4406685800002093e-07,2.8817378928896063e-07,3.1770767113469044e-07,1.9524453308058052e-07,4.274093131368862e-08,3.364848342932676e-07,2.0514316709925063e-07,2.17887327156306e-07,1.8744527196221047e-07,2.744169728952835e-07,2.781475711895141e-07,2.9810211889023884e-07,1.898693637465018e-07,1.1955465849050576e-07,2.751867678689842e-07,2.3671298042786865e-07,4.6217227116945497e-07,3.862409492917752e-07,4.0204717487023206e-07,2.610746589866843e-07,4.609255554156008e-07,5.621283499591926e-07,8.417810163671765e-07,1.6493950460599804e-07,8.614200191025393e-07,3.0025627992164926e-07,-6.86822492026049e-08,1.177073702303848e-06,4.0714369974840263e-07,3.660613017266576e-07,1.6774482108016392e-06,-1.0103451225521495e-07,2.2042726136889562e-07,8.326362557103921e-07,6.062014247982961e-07,1.6962859185245588e-07,4.737403659440262e-07,2.911410834902278e-07,3.4737430425566775e-07,4.5615111595158073e-07,4.179230946629838e-07,4.0402589213246004e-07,1.2822908550651614e-07,7.528201503821726e-07,3.9670929090903563e-07,1.0459502620465095e-06,3.14646885384336e-08,2.7488314992740306e-07,3.006580790095535e-07
